__id,Résultats par cantons - Tour 2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
387,2A,Corse-du-Sud,3.0,Ajaccio-3,8171.0,3121.0,38.2,5050.0,61.8,383.0,4.69,7.58,158.0,1.93,3.13,4509.0,55.18,89.29,1.0,M,MACRON,Emmanuel,2014.0,24.65,44.67,2.0,F,"LE PEN",Marine,2495.0,30.53,55.33
388,2A,Corse-du-Sud,4.0,Ajaccio-4,7182.0,2716.0,37.82,4466.0,62.18,244.0,3.4,5.46,256.0,3.56,5.73,3966.0,55.22,88.8,1.0,M,MACRON,Emmanuel,1716.0,23.89,43.27,2.0,F,"LE PEN",Marine,2250.0,31.33,56.73
389,2A,Corse-du-Sud,5.0,Ajaccio-5,10390.0,3514.0,33.82,6876.0,66.18,552.0,5.31,8.03,198.0,1.91,2.88,6126.0,58.96,89.09,1.0,M,MACRON,Emmanuel,2778.0,26.74,45.35,2.0,F,"LE PEN",Marine,3348.0,32.22,54.65
390,2A,Corse-du-Sud,6.0,Bavella,10621.0,3663.0,34.49,6958.0,65.51,522.0,4.91,7.5,368.0,3.46,5.29,6068.0,57.13,87.21,1.0,M,MACRON,Emmanuel,3093.0,29.12,50.97,2.0,F,"LE PEN",Marine,2975.0,28.01,49.03
391,2A,Corse-du-Sud,7.0,"Grand Sud",11554.0,3755.0,32.5,7799.0,67.5,685.0,5.93,8.78,383.0,3.31,4.91,6731.0,58.26,86.31,1.0,M,MACRON,Emmanuel,3383.0,29.28,50.26,2.0,F,"LE PEN",Marine,3348.0,28.98,49.74
392,2A,Corse-du-Sud,8.0,Gravona-Prunelli,13362.0,4874.0,36.48,8488.0,63.52,650.0,4.86,7.66,311.0,2.33,3.66,7527.0,56.33,88.68,1.0,M,MACRON,Emmanuel,3506.0,26.24,46.58,2.0,F,"LE PEN",Marine,4021.0,30.09,53.42
393,2A,Corse-du-Sud,9.0,Sartenais-Valinco,9451.0,3416.0,36.14,6035.0,63.86,472.0,4.99,7.82,272.0,2.88,4.51,5291.0,55.98,87.67,1.0,M,MACRON,Emmanuel,2773.0,29.34,52.41,2.0,F,"LE PEN",Marine,2518.0,26.64,47.59
394,2A,Corse-du-Sud,10.0,Sevi-Sorru-Cinarca,8433.0,3276.0,38.85,5157.0,61.15,416.0,4.93,8.07,272.0,3.23,5.27,4469.0,52.99,86.66,1.0,M,MACRON,Emmanuel,2444.0,28.98,54.69,2.0,F,"LE PEN",Marine,2025.0,24.01,45.31
395,2A,Corse-du-Sud,11.0,Taravo-Ornano,14028.0,4861.0,34.65,9167.0,65.35,811.0,5.78,8.85,457.0,3.26,4.99,7899.0,56.31,86.17,1.0,M,MACRON,Emmanuel,4129.0,29.43,52.27,2.0,F,"LE PEN",Marine,3770.0,26.87,47.73
396,2B,Haute-Corse,1.0,Bastia-1,6559.0,2414.0,36.8,4145.0,63.2,339.0,5.17,8.18,572.0,8.72,13.8,3234.0,49.31,78.02,1.0,M,MACRON,Emmanuel,1914.0,29.18,59.18,2.0,F,"LE PEN",Marine,1320.0,20.13,40.82
397,2B,Haute-Corse,2.0,Bastia-2,6006.0,2387.0,39.74,3619.0,60.26,362.0,6.03,10.0,130.0,2.16,3.59,3127.0,52.06,86.41,1.0,M,MACRON,Emmanuel,1957.0,32.58,62.58,2.0,F,"LE PEN",Marine,1170.0,19.48,37.42
398,2B,Haute-Corse,3.0,Bastia-3,6865.0,2755.0,40.13,4110.0,59.87,219.0,3.19,5.33,676.0,9.85,16.45,3215.0,46.83,78.22,1.0,M,MACRON,Emmanuel,1522.0,22.17,47.34,2.0,F,"LE PEN",Marine,1693.0,24.66,52.66
399,2B,Haute-Corse,4.0,Bastia-4,8613.0,3310.0,38.43,5303.0,61.57,311.0,3.61,5.86,139.0,1.61,2.62,4853.0,56.35,91.51,1.0,M,MACRON,Emmanuel,2215.0,25.72,45.64,2.0,F,"LE PEN",Marine,2638.0,30.63,54.36
400,2B,Haute-Corse,5.0,Biguglia-Nebbio,10058.0,3295.0,32.76,6763.0,67.24,534.0,5.31,7.9,395.0,3.93,5.84,5834.0,58.0,86.26,1.0,M,MACRON,Emmanuel,2532.0,25.17,43.4,2.0,F,"LE PEN",Marine,3302.0,32.83,56.6
401,2B,Haute-Corse,6.0,Borgo,8485.0,2982.0,35.14,5503.0,64.86,435.0,5.13,7.9,87.0,1.03,1.58,4981.0,58.7,90.51,1.0,M,MACRON,Emmanuel,1682.0,19.82,33.77,2.0,F,"LE PEN",Marine,3299.0,38.88,66.23
402,2B,Haute-Corse,7.0,Calvi,9297.0,3295.0,35.44,6002.0,64.56,542.0,5.83,9.03,277.0,2.98,4.62,5183.0,55.75,86.35,1.0,M,MACRON,Emmanuel,2662.0,28.63,51.36,2.0,F,"LE PEN",Marine,2521.0,27.12,48.64
403,2B,Haute-Corse,8.0,"Cap Corse",11331.0,3507.0,30.95,7824.0,69.05,789.0,6.96,10.08,383.0,3.38,4.9,6652.0,58.71,85.02,1.0,M,MACRON,Emmanuel,3963.0,34.97,59.58,2.0,F,"LE PEN",Marine,2689.0,23.73,40.42
404,2B,Haute-Corse,9.0,Casinca-Fiumalto,9493.0,3429.0,36.12,6064.0,63.88,613.0,6.46,10.11,191.0,2.01,3.15,5260.0,55.41,86.74,1.0,M,MACRON,Emmanuel,2834.0,29.85,53.88,2.0,F,"LE PEN",Marine,2426.0,25.56,46.12
405,2B,Haute-Corse,10.0,Castagniccia,8640.0,3177.0,36.77,5463.0,63.23,582.0,6.74,10.65,133.0,1.54,2.43,4748.0,54.95,86.91,1.0,M,MACRON,Emmanuel,2443.0,28.28,51.45,2.0,F,"LE PEN",Marine,2305.0,26.68,48.55
406,2B,Haute-Corse,11.0,Corte,5711.0,2335.0,40.89,3376.0,59.11,295.0,5.17,8.74,205.0,3.59,6.07,2876.0,50.36,85.19,1.0,M,MACRON,Emmanuel,1760.0,30.82,61.2,2.0,F,"LE PEN",Marine,1116.0,19.54,38.8
407,2B,Haute-Corse,12.0,Fiumorbo-Castello,8194.0,3108.0,37.93,5086.0,62.07,371.0,4.53,7.29,196.0,2.39,3.85,4519.0,55.15,88.85,1.0,M,MACRON,Emmanuel,2192.0,26.75,48.51,2.0,F,"LE PEN",Marine,2327.0,28.4,51.49
408,2B,Haute-Corse,13.0,Ghisonaccia,6871.0,2541.0,36.98,4330.0,63.02,363.0,5.28,8.38,169.0,2.46,3.9,3798.0,55.28,87.71,1.0,M,MACRON,Emmanuel,2060.0,29.98,54.24,2.0,F,"LE PEN",Marine,1738.0,25.29,45.76
409,2B,Haute-Corse,14.0,Golo-Morosaglia,10535.0,4168.0,39.56,6367.0,60.44,665.0,6.31,10.44,301.0,2.86,4.73,5401.0,51.27,84.83,1.0,M,MACRON,Emmanuel,3213.0,30.5,59.49,2.0,F,"LE PEN",Marine,2188.0,20.77,40.51
410,2B,Haute-Corse,15.0,L'Ile-Rousse,8215.0,2936.0,35.74,5279.0,64.26,479.0,5.83,9.07,234.0,2.85,4.43,4566.0,55.58,86.49,1.0,M,MACRON,Emmanuel,2731.0,33.24,59.81,2.0,F,"LE PEN",Marine,1835.0,22.34,40.19
411,21.0,Côte-d'Or,1.0,Arnay-le-Duc,15257.0,3295.0,21.6,11962.0,78.4,1213.0,7.95,10.14,368.0,2.41,3.08,10381.0,68.04,86.78,1.0,M,MACRON,Emmanuel,5874.0,38.5,56.58,2.0,F,"LE PEN",Marine,4507.0,29.54,43.42
412,21.0,Côte-d'Or,2.0,Auxonne,16499.0,3816.0,23.13,12683.0,76.87,1141.0,6.92,9.0,473.0,2.87,3.73,11069.0,67.09,87.27,1.0,M,MACRON,Emmanuel,5491.0,33.28,49.61,2.0,F,"LE PEN",Marine,5578.0,33.81,50.39
413,21.0,Côte-d'Or,3.0,Beaune,14549.0,4118.0,28.3,10431.0,71.7,907.0,6.23,8.7,248.0,1.7,2.38,9276.0,63.76,88.93,1.0,M,MACRON,Emmanuel,6122.0,42.08,66.0,2.0,F,"LE PEN",Marine,3154.0,21.68,34.0
414,21.0,Côte-d'Or,4.0,Brazey-en-Plaine,14942.0,3263.0,21.84,11679.0,78.16,1036.0,6.93,8.87,327.0,2.19,2.8,10316.0,69.04,88.33,1.0,M,MACRON,Emmanuel,4572.0,30.6,44.32,2.0,F,"LE PEN",Marine,5744.0,38.44,55.68
415,21.0,Côte-d'Or,5.0,Châtillon-sur-Seine,16281.0,3719.0,22.84,12562.0,77.16,1161.0,7.13,9.24,364.0,2.24,2.9,11037.0,67.79,87.86,1.0,M,MACRON,Emmanuel,5667.0,34.81,51.35,2.0,F,"LE PEN",Marine,5370.0,32.98,48.65
416,21.0,Côte-d'Or,6.0,Chenôve,12362.0,3059.0,24.75,9303.0,75.25,746.0,6.03,8.02,270.0,2.18,2.9,8287.0,67.04,89.08,1.0,M,MACRON,Emmanuel,5900.0,47.73,71.2,2.0,F,"LE PEN",Marine,2387.0,19.31,28.8
417,21.0,Côte-d'Or,7.0,Chevigny-Saint-Sauveur,18786.0,3895.0,20.73,14891.0,79.27,1307.0,6.96,8.78,371.0,1.97,2.49,13213.0,70.33,88.73,1.0,M,MACRON,Emmanuel,8878.0,47.26,67.19,2.0,F,"LE PEN",Marine,4335.0,23.08,32.81
418,21.0,Côte-d'Or,8.0,Dijon-1,14993.0,3215.0,21.44,11778.0,78.56,1001.0,6.68,8.5,330.0,2.2,2.8,10447.0,69.68,88.7,1.0,M,MACRON,Emmanuel,8492.0,56.64,81.29,2.0,F,"LE PEN",Marine,1955.0,13.04,18.71
419,21.0,Côte-d'Or,9.0,Dijon-2,15028.0,3322.0,22.11,11706.0,77.89,1002.0,6.67,8.56,286.0,1.9,2.44,10418.0,69.32,89.0,1.0,M,MACRON,Emmanuel,8201.0,54.57,78.72,2.0,F,"LE PEN",Marine,2217.0,14.75,21.28
420,21.0,Côte-d'Or,10.0,Dijon-3,12479.0,2962.0,23.74,9517.0,76.26,761.0,6.1,8.0,209.0,1.67,2.2,8547.0,68.49,89.81,1.0,M,MACRON,Emmanuel,6099.0,48.87,71.36,2.0,F,"LE PEN",Marine,2448.0,19.62,28.64
421,21.0,Côte-d'Or,11.0,Dijon-4,11453.0,2752.0,24.03,8701.0,75.97,797.0,6.96,9.16,236.0,2.06,2.71,7668.0,66.95,88.13,1.0,M,MACRON,Emmanuel,5921.0,51.7,77.22,2.0,F,"LE PEN",Marine,1747.0,15.25,22.78
422,21.0,Côte-d'Or,12.0,Dijon-5,14134.0,3389.0,23.98,10745.0,76.02,980.0,6.93,9.12,304.0,2.15,2.83,9461.0,66.94,88.05,1.0,M,MACRON,Emmanuel,7069.0,50.01,74.72,2.0,F,"LE PEN",Marine,2392.0,16.92,25.28
423,21.0,Côte-d'Or,13.0,Dijon-6,15714.0,3804.0,24.21,11910.0,75.79,1030.0,6.55,8.65,349.0,2.22,2.93,10531.0,67.02,88.42,1.0,M,MACRON,Emmanuel,7556.0,48.08,71.75,2.0,F,"LE PEN",Marine,2975.0,18.93,28.25
424,21.0,Côte-d'Or,14.0,Fontaine-lès-Dijon,20582.0,3592.0,17.45,16990.0,82.55,1761.0,8.56,10.36,427.0,2.07,2.51,14802.0,71.92,87.12,1.0,M,MACRON,Emmanuel,10779.0,52.37,72.82,2.0,F,"LE PEN",Marine,4023.0,19.55,27.18
425,21.0,Côte-d'Or,15.0,Genlis,16014.0,3116.0,19.46,12898.0,80.54,1283.0,8.01,9.95,363.0,2.27,2.81,11252.0,70.26,87.24,1.0,M,MACRON,Emmanuel,5955.0,37.19,52.92,2.0,F,"LE PEN",Marine,5297.0,33.08,47.08
426,21.0,Côte-d'Or,16.0,Is-sur-Tille,14786.0,2751.0,18.61,12035.0,81.39,1231.0,8.33,10.23,316.0,2.14,2.63,10488.0,70.93,87.15,1.0,M,MACRON,Emmanuel,6132.0,41.47,58.47,2.0,F,"LE PEN",Marine,4356.0,29.46,41.53
427,21.0,Côte-d'Or,17.0,Ladoix-Serrigny,15872.0,2900.0,18.27,12972.0,81.73,1247.0,7.86,9.61,388.0,2.44,2.99,11337.0,71.43,87.4,1.0,M,MACRON,Emmanuel,7085.0,44.64,62.49,2.0,F,"LE PEN",Marine,4252.0,26.79,37.51
428,21.0,Côte-d'Or,18.0,Longvic,16424.0,3575.0,21.77,12849.0,78.23,1222.0,7.44,9.51,342.0,2.08,2.66,11285.0,68.71,87.83,1.0,M,MACRON,Emmanuel,7483.0,45.56,66.31,2.0,F,"LE PEN",Marine,3802.0,23.15,33.69
429,21.0,Côte-d'Or,19.0,Montbard,14084.0,3216.0,22.83,10868.0,77.17,1136.0,8.07,10.45,387.0,2.75,3.56,9345.0,66.35,85.99,1.0,M,MACRON,Emmanuel,5323.0,37.79,56.96,2.0,F,"LE PEN",Marine,4022.0,28.56,43.04
430,21.0,Côte-d'Or,20.0,Nuits-Saint-Georges,15465.0,2843.0,18.38,12622.0,81.62,1270.0,8.21,10.06,326.0,2.11,2.58,11026.0,71.3,87.36,1.0,M,MACRON,Emmanuel,6587.0,42.59,59.74,2.0,F,"LE PEN",Marine,4439.0,28.7,40.26
431,21.0,Côte-d'Or,21.0,Saint-Apollinaire,20725.0,3817.0,18.42,16908.0,81.58,1622.0,7.83,9.59,476.0,2.3,2.82,14810.0,71.46,87.59,1.0,M,MACRON,Emmanuel,9402.0,45.37,63.48,2.0,F,"LE PEN",Marine,5408.0,26.09,36.52
432,21.0,Côte-d'Or,22.0,Semur-en-Auxois,16521.0,3380.0,20.46,13141.0,79.54,1392.0,8.43,10.59,446.0,2.7,3.39,11303.0,68.42,86.01,1.0,M,MACRON,Emmanuel,6646.0,40.23,58.8,2.0,F,"LE PEN",Marine,4657.0,28.19,41.2
433,21.0,Côte-d'Or,23.0,Talant,17696.0,3456.0,19.53,14240.0,80.47,1406.0,7.95,9.87,367.0,2.07,2.58,12467.0,70.45,87.55,1.0,M,MACRON,Emmanuel,8411.0,47.53,67.47,2.0,F,"LE PEN",Marine,4056.0,22.92,32.53
434,22.0,Côtes-d'Armor,1.0,Bégard,16550.0,3140.0,18.97,13410.0,81.03,1319.0,7.97,9.84,576.0,3.48,4.3,11515.0,69.58,85.87,1.0,M,MACRON,Emmanuel,8059.0,48.69,69.99,2.0,F,"LE PEN",Marine,3456.0,20.88,30.01
435,22.0,Côtes-d'Armor,2.0,Broons,17339.0,3125.0,18.02,14214.0,81.98,1152.0,6.64,8.1,443.0,2.55,3.12,12619.0,72.78,88.78,1.0,M,MACRON,Emmanuel,8158.0,47.05,64.65,2.0,F,"LE PEN",Marine,4461.0,25.73,35.35
436,22.0,Côtes-d'Armor,3.0,Callac,13521.0,2718.0,20.1,10803.0,79.9,1086.0,8.03,10.05,523.0,3.87,4.84,9194.0,68.0,85.11,1.0,M,MACRON,Emmanuel,6384.0,47.22,69.44,2.0,F,"LE PEN",Marine,2810.0,20.78,30.56
437,22.0,Côtes-d'Armor,4.0,Dinan,16770.0,3430.0,20.45,13340.0,79.55,1201.0,7.16,9.0,418.0,2.49,3.13,11721.0,69.89,87.86,1.0,M,MACRON,Emmanuel,8980.0,53.55,76.61,2.0,F,"LE PEN",Marine,2741.0,16.34,23.39
438,22.0,Côtes-d'Armor,5.0,Guingamp,18625.0,3735.0,20.05,14890.0,79.95,1261.0,6.77,8.47,603.0,3.24,4.05,13026.0,69.94,87.48,1.0,M,MACRON,Emmanuel,9778.0,52.5,75.07,2.0,F,"LE PEN",Marine,3248.0,17.44,24.93
439,22.0,Côtes-d'Armor,6.0,Lamballe,17659.0,2903.0,16.44,14756.0,83.56,1125.0,6.37,7.62,454.0,2.57,3.08,13177.0,74.62,89.3,1.0,M,MACRON,Emmanuel,9983.0,56.53,75.76,2.0,F,"LE PEN",Marine,3194.0,18.09,24.24
440,22.0,Côtes-d'Armor,7.0,Lannion,16809.0,3427.0,20.39,13382.0,79.61,1188.0,7.07,8.88,478.0,2.84,3.57,11716.0,69.7,87.55,1.0,M,MACRON,Emmanuel,9482.0,56.41,80.93,2.0,F,"LE PEN",Marine,2234.0,13.29,19.07
441,22.0,Côtes-d'Armor,8.0,Lanvallay,15658.0,2774.0,17.72,12884.0,82.28,1171.0,7.48,9.09,410.0,2.62,3.18,11303.0,72.19,87.73,1.0,M,MACRON,Emmanuel,7805.0,49.85,69.05,2.0,F,"LE PEN",Marine,3498.0,22.34,30.95
442,22.0,Côtes-d'Armor,9.0,Loudéac,13773.0,2797.0,20.31,10976.0,79.69,938.0,6.81,8.55,414.0,3.01,3.77,9624.0,69.88,87.68,1.0,M,MACRON,Emmanuel,6602.0,47.93,68.6,2.0,F,"LE PEN",Marine,3022.0,21.94,31.4
443,22.0,Côtes-d'Armor,10.0,Mûr-de-Bretagne,13994.0,2357.0,16.84,11637.0,83.16,1050.0,7.5,9.02,428.0,3.06,3.68,10159.0,72.6,87.3,1.0,M,MACRON,Emmanuel,7077.0,50.57,69.66,2.0,F,"LE PEN",Marine,3082.0,22.02,30.34
444,22.0,Côtes-d'Armor,11.0,Paimpol,16495.0,3349.0,20.3,13146.0,79.7,1176.0,7.13,8.95,473.0,2.87,3.6,11497.0,69.7,87.46,1.0,M,MACRON,Emmanuel,8252.0,50.03,71.78,2.0,F,"LE PEN",Marine,3245.0,19.67,28.22
445,22.0,Côtes-d'Armor,12.0,Perros-Guirec,23477.0,4846.0,20.64,18631.0,79.36,1754.0,7.47,9.41,559.0,2.38,3.0,16318.0,69.51,87.59,1.0,M,MACRON,Emmanuel,13032.0,55.51,79.86,2.0,F,"LE PEN",Marine,3286.0,14.0,20.14
446,22.0,Côtes-d'Armor,13.0,Plaintel,14313.0,2512.0,17.55,11801.0,82.45,1074.0,7.5,9.1,387.0,2.7,3.28,10340.0,72.24,87.62,1.0,M,MACRON,Emmanuel,7259.0,50.72,70.2,2.0,F,"LE PEN",Marine,3081.0,21.53,29.8
447,22.0,Côtes-d'Armor,14.0,Plancoët,14509.0,2639.0,18.19,11870.0,81.81,1058.0,7.29,8.91,411.0,2.83,3.46,10401.0,71.69,87.62,1.0,M,MACRON,Emmanuel,7205.0,49.66,69.27,2.0,F,"LE PEN",Marine,3196.0,22.03,30.73
448,22.0,Côtes-d'Armor,15.0,Plélo,18205.0,3048.0,16.74,15157.0,83.26,1428.0,7.84,9.42,554.0,3.04,3.66,13175.0,72.37,86.92,1.0,M,MACRON,Emmanuel,9442.0,51.86,71.67,2.0,F,"LE PEN",Marine,3733.0,20.51,28.33
449,22.0,Côtes-d'Armor,16.0,Plénée-Jugon,14032.0,2535.0,18.07,11497.0,81.93,948.0,6.76,8.25,383.0,2.73,3.33,10166.0,72.45,88.42,1.0,M,MACRON,Emmanuel,6989.0,49.81,68.75,2.0,F,"LE PEN",Marine,3177.0,22.64,31.25
450,22.0,Côtes-d'Armor,17.0,Pléneuf-Val-André,22643.0,3925.0,17.33,18718.0,82.67,1626.0,7.18,8.69,533.0,2.35,2.85,16559.0,73.13,88.47,1.0,M,MACRON,Emmanuel,12075.0,53.33,72.92,2.0,F,"LE PEN",Marine,4484.0,19.8,27.08
451,22.0,Côtes-d'Armor,18.0,Plérin,17713.0,2708.0,15.29,15005.0,84.71,1169.0,6.6,7.79,472.0,2.66,3.15,13364.0,75.45,89.06,1.0,M,MACRON,Emmanuel,10553.0,59.58,78.97,2.0,F,"LE PEN",Marine,2811.0,15.87,21.03
452,22.0,Côtes-d'Armor,19.0,Pleslin-Trigavou,14799.0,2650.0,17.91,12149.0,82.09,1237.0,8.36,10.18,391.0,2.64,3.22,10521.0,71.09,86.6,1.0,M,MACRON,Emmanuel,7649.0,51.69,72.7,2.0,F,"LE PEN",Marine,2872.0,19.41,27.3
453,22.0,Côtes-d'Armor,20.0,Plestin-les-Grèves,16786.0,3150.0,18.77,13636.0,81.23,1417.0,8.44,10.39,657.0,3.91,4.82,11562.0,68.88,84.79,1.0,M,MACRON,Emmanuel,8210.0,48.91,71.01,2.0,F,"LE PEN",Marine,3352.0,19.97,28.99
454,22.0,Côtes-d'Armor,21.0,Ploufragan,16793.0,3025.0,18.01,13768.0,81.99,1185.0,7.06,8.61,522.0,3.11,3.79,12061.0,71.82,87.6,1.0,M,MACRON,Emmanuel,9043.0,53.85,74.98,2.0,F,"LE PEN",Marine,3018.0,17.97,25.02
455,22.0,Côtes-d'Armor,22.0,Plouha,22274.0,4381.0,19.67,17893.0,80.33,1685.0,7.56,9.42,622.0,2.79,3.48,15586.0,69.97,87.11,1.0,M,MACRON,Emmanuel,11528.0,51.76,73.96,2.0,F,"LE PEN",Marine,4058.0,18.22,26.04
456,22.0,Côtes-d'Armor,23.0,Rostrenen,15119.0,2990.0,19.78,12129.0,80.22,1140.0,7.54,9.4,514.0,3.4,4.24,10475.0,69.28,86.36,1.0,M,MACRON,Emmanuel,7625.0,50.43,72.79,2.0,F,"LE PEN",Marine,2850.0,18.85,27.21
457,22.0,Côtes-d'Armor,24.0,Saint-Brieuc-1,14917.0,4148.0,27.81,10769.0,72.19,842.0,5.64,7.82,331.0,2.22,3.07,9596.0,64.33,89.11,1.0,M,MACRON,Emmanuel,7736.0,51.86,80.62,2.0,F,"LE PEN",Marine,1860.0,12.47,19.38
458,22.0,Côtes-d'Armor,25.0,Saint-Brieuc-2,15306.0,4334.0,28.32,10972.0,71.68,891.0,5.82,8.12,358.0,2.34,3.26,9723.0,63.52,88.62,1.0,M,MACRON,Emmanuel,7802.0,50.97,80.24,2.0,F,"LE PEN",Marine,1921.0,12.55,19.76
459,22.0,Côtes-d'Armor,26.0,Trégueux,18918.0,3403.0,17.99,15515.0,82.01,1406.0,7.43,9.06,343.0,1.81,2.21,13766.0,72.77,88.73,1.0,M,MACRON,Emmanuel,10613.0,56.1,77.1,2.0,F,"LE PEN",Marine,3153.0,16.67,22.9
460,22.0,Côtes-d'Armor,27.0,Tréguier,18843.0,3621.0,19.22,15222.0,80.78,1360.0,7.22,8.93,519.0,2.75,3.41,13343.0,70.81,87.66,1.0,M,MACRON,Emmanuel,9632.0,51.12,72.19,2.0,F,"LE PEN",Marine,3711.0,19.69,27.81
461,23.0,Creuse,1.0,Ahun,5719.0,1234.0,21.58,4485.0,78.42,519.0,9.08,11.57,227.0,3.97,5.06,3739.0,65.38,83.37,1.0,M,MACRON,Emmanuel,2442.0,42.7,65.31,2.0,F,"LE PEN",Marine,1297.0,22.68,34.69
462,23.0,Creuse,2.0,Aubusson,7321.0,1827.0,24.96,5494.0,75.04,536.0,7.32,9.76,337.0,4.6,6.13,4621.0,63.12,84.11,1.0,M,MACRON,Emmanuel,3129.0,42.74,67.71,2.0,F,"LE PEN",Marine,1492.0,20.38,32.29
463,23.0,Creuse,3.0,Auzances,6744.0,1608.0,23.84,5136.0,76.16,629.0,9.33,12.25,260.0,3.86,5.06,4247.0,62.97,82.69,1.0,M,MACRON,Emmanuel,2791.0,41.38,65.72,2.0,F,"LE PEN",Marine,1456.0,21.59,34.28
464,23.0,Creuse,4.0,Bonnat,5820.0,1348.0,23.16,4472.0,76.84,477.0,8.2,10.67,236.0,4.05,5.28,3759.0,64.59,84.06,1.0,M,MACRON,Emmanuel,2186.0,37.56,58.15,2.0,F,"LE PEN",Marine,1573.0,27.03,41.85
465,23.0,Creuse,5.0,Bourganeuf,4850.0,1119.0,23.07,3731.0,76.93,317.0,6.54,8.5,234.0,4.82,6.27,3180.0,65.57,85.23,1.0,M,MACRON,Emmanuel,2140.0,44.12,67.3,2.0,F,"LE PEN",Marine,1040.0,21.44,32.7
466,23.0,Creuse,6.0,Boussac,5203.0,1172.0,22.53,4031.0,77.47,418.0,8.03,10.37,249.0,4.79,6.18,3364.0,64.66,83.45,1.0,M,MACRON,Emmanuel,1999.0,38.42,59.42,2.0,F,"LE PEN",Marine,1365.0,26.23,40.58
467,23.0,Creuse,7.0,Dun-le-Palestel,6573.0,1597.0,24.3,4976.0,75.7,543.0,8.26,10.91,252.0,3.83,5.06,4181.0,63.61,84.02,1.0,M,MACRON,Emmanuel,2808.0,42.72,67.16,2.0,F,"LE PEN",Marine,1373.0,20.89,32.84
468,23.0,Creuse,8.0,Evaux-les-Bains,4793.0,995.0,20.76,3798.0,79.24,382.0,7.97,10.06,177.0,3.69,4.66,3239.0,67.58,85.28,1.0,M,MACRON,Emmanuel,1992.0,41.56,61.5,2.0,F,"LE PEN",Marine,1247.0,26.02,38.5
469,23.0,Creuse,9.0,Felletin,5118.0,1161.0,22.68,3957.0,77.32,471.0,9.2,11.9,200.0,3.91,5.05,3286.0,64.2,83.04,1.0,M,MACRON,Emmanuel,2171.0,42.42,66.07,2.0,F,"LE PEN",Marine,1115.0,21.79,33.93
470,23.0,Creuse,10.0,Gouzon,7677.0,1738.0,22.64,5939.0,77.36,663.0,8.64,11.16,335.0,4.36,5.64,4941.0,64.36,83.2,1.0,M,MACRON,Emmanuel,2922.0,38.06,59.14,2.0,F,"LE PEN",Marine,2019.0,26.3,40.86
471,23.0,Creuse,11.0,"Le Grand-Bourg",5767.0,1395.0,24.19,4372.0,75.81,527.0,9.14,12.05,220.0,3.81,5.03,3625.0,62.86,82.91,1.0,M,MACRON,Emmanuel,2435.0,42.22,67.17,2.0,F,"LE PEN",Marine,1190.0,20.63,32.83
472,23.0,Creuse,12.0,Guéret-1,6694.0,1651.0,24.66,5043.0,75.34,555.0,8.29,11.01,267.0,3.99,5.29,4221.0,63.06,83.7,1.0,M,MACRON,Emmanuel,2915.0,43.55,69.06,2.0,F,"LE PEN",Marine,1306.0,19.51,30.94
473,23.0,Creuse,13.0,Guéret-2,6302.0,1565.0,24.83,4737.0,75.17,499.0,7.92,10.53,224.0,3.55,4.73,4014.0,63.69,84.74,1.0,M,MACRON,Emmanuel,3053.0,48.44,76.06,2.0,F,"LE PEN",Marine,961.0,15.25,23.94
474,23.0,Creuse,14.0,Saint-Vaury,7599.0,1589.0,20.91,6010.0,79.09,684.0,9.0,11.38,401.0,5.28,6.67,4925.0,64.81,81.95,1.0,M,MACRON,Emmanuel,3290.0,43.3,66.8,2.0,F,"LE PEN",Marine,1635.0,21.52,33.2
475,23.0,Creuse,15.0,"La Souterraine",6942.0,1739.0,25.05,5203.0,74.95,586.0,8.44,11.26,292.0,4.21,5.61,4325.0,62.3,83.13,1.0,M,MACRON,Emmanuel,2966.0,42.73,68.58,2.0,F,"LE PEN",Marine,1359.0,19.58,31.42
476,24.0,Dordogne,1.0,Bergerac-1,13350.0,3789.0,28.38,9561.0,71.62,818.0,6.13,8.56,399.0,2.99,4.17,8344.0,62.5,87.27,1.0,M,MACRON,Emmanuel,5482.0,41.06,65.7,2.0,F,"LE PEN",Marine,2862.0,21.44,34.3
477,24.0,Dordogne,2.0,Bergerac-2,14197.0,3270.0,23.03,10927.0,76.97,1018.0,7.17,9.32,501.0,3.53,4.58,9408.0,66.27,86.1,1.0,M,MACRON,Emmanuel,5981.0,42.13,63.57,2.0,F,"LE PEN",Marine,3427.0,24.14,36.43
478,24.0,Dordogne,3.0,Brantôme,12855.0,2450.0,19.06,10405.0,80.94,1024.0,7.97,9.84,567.0,4.41,5.45,8814.0,68.56,84.71,1.0,M,MACRON,Emmanuel,5529.0,43.01,62.73,2.0,F,"LE PEN",Marine,3285.0,25.55,37.27
